"seed_ID","study_ID","year","long_cite","Study_type_.OR.R.","FYI...inclusion.notes","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","lang_used","infant_type","mean_age","stimulus_type_.M.A.","coding_type_.A.L.H.R.","p_ex","p_inc","p_t","p_ratio","data_approximated_.Y.N.","notes","ES_measure","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SE_1","SD_2","SE_2","t","binomial_two.tailed_test","F","reported_d","excel_calculated_d","diff_means"
"wordWSeg","word/12 - WSeg",2006,"Nazzi, T., Iakimova, G., Bertoncini, J., Fredonie, S., & Alcantara, C. (2006). Early segmentation of fluent speech by infants acquiring French: Emerging evidence for crosslinguistic differences. Journal of Memory and Language, 54(3), 283–299. http://doi.org/10.1016/j.jml.2005.10.004 ","R","","Y",NA,"","12 mo","","behavior","familiarization","HPP","listening_time","within_two","Europ French","PFrench IDS","typical",370.4548,"A","L",7,16,23,0.6956521739,"N","syll within word","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,6.96,6.13,1.93,NA,1.55,NA,NA,NA,NA,NA,0.4540241255,0.83
"wordWSeg","word/12 - WSeg",2006,"Nazzi, T., Iakimova, G., Bertoncini, J., Fredonie, S., & Alcantara, C. (2006). Early segmentation of fluent speech by infants acquiring French: Emerging evidence for crosslinguistic differences. Journal of Memory and Language, 54(3), 283–299. http://doi.org/10.1016/j.jml.2005.10.004 ","R","","Y",NA,"","16 mo","","behavior","familiarization","HPP","listening_time","within_two","Europ French","PFrench IDS","typical",491.3016,"A","L",10,16,26,0.6153846154,"N","syll within word","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,5.63,5.57,1.79,NA,1.63,NA,NA,NA,NA,NA,0.03561732628,0.06
"wordWSeg","word/12 - WSeg",2006,"Nazzi, T., Iakimova, G., Bertoncini, J., Fredonie, S., & Alcantara, C. (2006). Early segmentation of fluent speech by infants acquiring French: Emerging evidence for crosslinguistic differences. Journal of Memory and Language, 54(3), 283–299. http://doi.org/10.1016/j.jml.2005.10.004 ","R","","Y",NA,"3","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","PFrench IDS","typical",370.7592,"A","L",10,16,26,0.6153846154,"N","syll within word","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,8.24,7.95,2.36,NA,1.99,NA,NA,NA,NA,NA,0.1300305442,0.29
"wordWSeg","word/12 - WSeg",2006,"Nazzi, T., Iakimova, G., Bertoncini, J., Fredonie, S., & Alcantara, C. (2006). Early segmentation of fluent speech by infants acquiring French: Emerging evidence for crosslinguistic differences. Journal of Memory and Language, 54(3), 283–299. http://doi.org/10.1016/j.jml.2005.10.004 ","R","","Y",NA,"4","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","PFrench IDS","typical",370.4548,"A","L",6,16,22,0.7272727273,"N","syll within word","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,7.03,6.05,1.72,NA,1.48,NA,NA,NA,NA,NA,0.6035370723,0.98
"wordWSeg","word/10 - WSeg",2008,"Marquis, A., & Shi, R. (2008). Segmentation of verb forms in preverbal infants. Journal of the Acoustical Society of America, 123(4), EL105–EL110. http://doi.org/10.1121/1.2884082","R","bisyl French ; word > speech ; verbs","Y",NA,"1","8 mo","","behavior","familiarization","HPP","listening_time","within_two","Ca French","Ca French IDS","typical",243.52,"A","L",8,16,24,0.6666666667,"N","monosyl","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,37.59,39.65,14.8,3.7,12.8,3.2,NA,NA,NA,NA,-0.1474780735,-2.06
"wordWSeg","word/10 - WSeg",2008,"Marquis, A., & Shi, R. (2008). Segmentation of verb forms in preverbal infants. Journal of the Acoustical Society of America, 123(4), EL105–EL110. http://doi.org/10.1121/1.2884082","R","","Y",NA,"1","11 mo","","behavior","familiarization","HPP","listening_time","within_two","Ca French","Ca French IDS","typical",334.84,"A","L",8,16,24,0.6666666667,"Y","monosyl","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,38.98,32.59,10.8,2.7,10.6,2.65,NA,NA,NA,NA,0.6316909809,6.39
"wordWSeg","word/1 - WSeg",2009,"Bartels, S., Darcy, I., & Hoehle, B. (2009). Schwa Syllables Facilitate Word Segmentation for 9-month-old German-learning Infants. In J. Chandlee, M. Franchini, S. Lord, & G. M. Rheiner (Eds.), Proceedings of the 33rd Annual Boston University Conference on Language Development, Vols 1 and 2 (pp. 73–84).","R","word > speech ; German ; 2 syllables ; xp 1 with trochaic schwa syllables ; xp 2 with full vowel disyllables","Y",NA,"1","","","behavior","familiarization","HPP","listening_time","within_two","German","German IDS","typical",269.52,"A","L",13,28,41,0.6829268293,"N","di-syll ; no SD/SE because unlabled chart","sd_mean_diff","familiar words","unfamiliar words",28,NA,NA,NA,6.19,5.32,2.2,NA,1.54,NA,3.08,NA,NA,NA,0.8382698231,0.87
"wordWSeg","word/1 - WSeg",2009,"Bartels, S., Darcy, I., & Hoehle, B. (2009). Schwa Syllables Facilitate Word Segmentation for 9-month-old German-learning Infants. In J. Chandlee, M. Franchini, S. Lord, & G. M. Rheiner (Eds.), Proceedings of the 33rd Annual Boston University Conference on Language Development, Vols 1 and 2 (pp. 73–84).","R","","Y",NA,"2","","","behavior","familiarization","HPP","listening_time","within_two","German","German IDS","typical",268.52,"A","L",12,24,36,0.6666666667,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",24,NA,NA,NA,5.59,5.84,2.16,NA,2.06,NA,-0.56,NA,NA,NA,-0.1651349909,-0.25
"wordWSeg","word/15 - WSeg",2012,"Polka, L., & Sundara, M. (2012). Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language, Cross-Dialect, and Cross-Language Comparisons. Infancy, 17(2), 198–232. http://doi.org/10.1111/j.1532-7078.2011.00075.x","R","French Euro or Canadian (for respective native speakers), bisyl, word > speech : xp 1 ; ; ;; ","Y",NA,"1","","","behavior","familiarization","HPP","listening_time","within_two","CFrench","CFrench IDS","typical",238.08,"A","L",16,32,48,0.6666666667,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,10.7,9.3,3.3,NA,2.7,NA,4.12,NA,NA,0.46,0.4482726327,1.4
"wordWSeg","word/15 - WSeg",2012,"Polka, L., & Sundara, M. (2012). Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language, Cross-Dialect, and Cross-Language Comparisons. Infancy, 17(2), 198–232. http://doi.org/10.1111/j.1532-7078.2011.00075.x","R","","Y",NA,"1","","","behavior","familiarization","HPP","listening_time","within_two","CEnglish","CEnglish IDS","typical",243.08,"A","L",16,32,48,0.6666666667,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,12.6,10.8,3.3,NA,3.3,NA,2.45,NA,NA,0.55,0.5831154369,1.8
"wordWSeg","word/15 - WSeg",2012,"Polka, L., & Sundara, M. (2012). Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language, Cross-Dialect, and Cross-Language Comparisons. Infancy, 17(2), 198–232. http://doi.org/10.1111/j.1532-7078.2011.00075.x","R","CFrench word > speech syll recognition in passages with words containing the syll as at the end xp 2","Y",NA,"2","","","behavior","familiarization","HPP","listening_time","within_two","CFrench","CFrench IDS","typical",246.52,"A","L",9,24,33,0.7272727273,"N","syll within word at end","sd_mean_diff","familiar words","unfamiliar words",24,NA,NA,NA,9.3,9.98,2.5,NA,3.2,NA,NA,NA,NA,NA,-0.2883086255,-0.68
"wordWSeg","word/15 - WSeg",2012,"Polka, L., & Sundara, M. (2012). Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language, Cross-Dialect, and Cross-Language Comparisons. Infancy, 17(2), 198–232. http://doi.org/10.1111/j.1532-7078.2011.00075.x","R","CFrench word > speech syll recognition in passages with words containing the syll as at the beginning xp 3","Y",NA,"3","","","behavior","familiarization","HPP","listening_time","within_two","CFrench","CFrench IDS","typical",246.52,"A","L",8,24,32,0.75,"N","syll within word at beginning","sd_mean_diff","familiar words","unfamiliar words",24,NA,NA,NA,8.9,9.7,1.9,NA,1.9,NA,NA,NA,NA,NA,-0.4397751308,-0.8
"wordWSeg","word/15 - WSeg",2012,"Polka, L., & Sundara, M. (2012). Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language, Cross-Dialect, and Cross-Language Comparisons. Infancy, 17(2), 198–232. http://doi.org/10.1111/j.1532-7078.2011.00075.x","R","CFrench speakers on EuroFrench, bisyl, word > speech : xp 4","Y",NA,"4","","","behavior","familiarization","HPP","listening_time","within_two","CFrench","Europ French IDS","typical",240.08,"A","L",10,16,26,0.6153846154,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,9.6,8.3,2.1,NA,2.6,NA,2.6,NA,NA,0.55,0.674755885,1.3
"wordWSeg","word/15 - WSeg",2012,"Polka, L., & Sundara, M. (2012). Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language, Cross-Dialect, and Cross-Language Comparisons. Infancy, 17(2), 198–232. http://doi.org/10.1111/j.1532-7078.2011.00075.x","R","CFrench on CEnglish and CEnglish on CFrench, bisyl word > speech : xp 5 ;","Y",NA,"5","","","behavior","familiarization","HPP","listening_time","within_two","CFrench","CEnglish IDS","typical",239.08,"A","L",4,32,36,0.8888888889,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,9.5,10.1,2,NA,3.2,NA,-0.77,NA,NA,NA,-0.3402287863,-0.6
"wordWSeg","word/15 - WSeg",2012,"Polka, L., & Sundara, M. (2012). Word Segmentation in Monolingual Infants Acquiring Canadian English and Canadian French: Native Language, Cross-Dialect, and Cross-Language Comparisons. Infancy, 17(2), 198–232. http://doi.org/10.1111/j.1532-7078.2011.00075.x","R","","Y",NA,"5","","","behavior","familiarization","HPP","listening_time","within_two","CEnglish","CFrench IDS","typical",243.52,"A","L",4,32,36,0.8888888889,"N","d-syll","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,10.5,11.4,2.3,NA,3.5,NA,-1.1,NA,NA,NA,-0.4394821502,-0.9
"wordWSeg","word/13 - WSeg",2014,"Nazzi, Thierry; Mersad, Karima; Sundara, Megha; Iakimova, Galina; Polka, Linda. (2014). Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects. Journal of Child Language","R","bisyllabic ; EuropFrench word > speech : xp 1 ; speech > word : xp 2 ; speech > final syllable xp 3 ; CaFrench (for PFrench speakers) : word > speech : xp 4 ; speech > word : xp 5, xp 6","Y",NA,"1","8 mo","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",256.52,"A","L",12,16,28,0.5714285714,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,8.48,8.39,2.36,NA,1.84,NA,NA,NA,0.02,NA,0.04020943594,0.09
"wordWSeg","word/13 - WSeg",2014,"Nazzi, Thierry; Mersad, Karima; Sundara, Megha; Iakimova, Galina; Polka, Linda. (2014). Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects. Journal of Child Language","R","","Y",NA,"1","12 mo","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",384.28,"A","L",6,16,22,0.7272727273,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,6.93,6.46,2.55,NA,2.34,NA,NA,NA,1.45,NA,0.1959376443,0.47
"wordWSeg","word/13 - WSeg",2014,"Nazzi, Thierry; Mersad, Karima; Sundara, Megha; Iakimova, Galina; Polka, Linda. (2014). Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects. Journal of Child Language","R","","Y",NA,"1","16 mo","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Europ French IDS","typical",504.04,"A","L",4,17,21,0.8095238095,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,7.02,5.17,2.33,NA,1.61,NA,NA,NA,15.02,NA,0.8334020338,1.85
"wordWSeg","word/13 - WSeg",2014,"Nazzi, Thierry; Mersad, Karima; Sundara, Megha; Iakimova, Galina; Polka, Linda. (2014). Early word segmentation in infants acquiring Parisian French: task-dependent and dialect-specific aspects. Journal of Child Language","R","","Y",NA,"4","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","Ca French IDS","typical",266.52,"A","L",3,16,19,0.8421052632,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",16,NA,NA,NA,7.91,8.47,2.71,NA,2.94,NA,NA,NA,0.97,NA,-0.2223190642,-0.56
"wordWSeg","word/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","word > speech SUK Eng bisyl : xp 6, 7, 8 ;","Y",NA,"6","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Yorkshire)","South UK IDS","typical",228.3,"A","H",4,20,24,0.8333333333,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,4.64,4.92,1.95,NA,1.6,NA,1.7,NA,NA,NA,-0.1500014948,-0.28
"wordWSeg","word/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","","Y",NA,"7","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Yorkshire)","South UK IDS","typical",273.96,"A","H",9,10,19,0.5263157895,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",10,NA,NA,NA,4.46,4.65,1.45,NA,1.43,NA,0.4,NA,NA,NA,-0.1462508019,-0.19
"wordWSeg","word/4 - WSeg",2016,"Floccia, C., Keren-Portnoy, T., DePaolis, R., Duffy, H., Delle Luche, C., Durrant, S., … Vihman, M. (2016). British English infants segment words only with exaggerated infant-directed speech stimuli. Cognition, 148, 1–9. http://doi.org/10.1016/j.cognition.2015.12.004","R","","Y",NA,"8","","","behavior","familiarization","HPP","listening_time","within_two","UK Eng (Yorkshire)","South UK IDS","typical",319.62,"A","H",1,23,24,0.9583333333,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",23,NA,NA,NA,5.33,5.41,1.67,NA,1.67,NA,0.2,NA,NA,NA,-0.05013347243,-0.08
"speechWSeg","speech/8 - WSeg",2005,"Johnson, E. K. (2005). English-learning infants’ representations of word forms with iambic stress. Infancy, 7(1), 99–109. http://doi.org/10.1207/s15327078in0701_8 ","OR","speech > words ; AmEng trisyl ; but only condition of fam vs unfam (not condition of nearfam vs unfam : we exclude experiments testing for false recognitions)","Y",NA,"","familiar condition","","behavior","familiarization","HPP","listening_time","within_two","Am Eng","Am Eng IDS","typical",317.5,"A","L",8,54,62,0.8709677419,"N","trisyl","sd_mean_diff","familiar words","unfamiliar words",27,NA,NA,NA,8.51,7.3,2.2,NA,2.6,NA,NA,NA,NA,NA,0.5761662823,1.21
"speechWSeg","speech/16 - WSeg",2006,"Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: edge alignment facilitates target extraction. Developmental Science, 9(6), 565–573. http://doi.org/10.1111/j.1467-7687.2006.00534.x ","R","English, monosyl ; speech > word ; 2 conditions (edge initial location in sentences vs median location ; and edge final vs median)","Y",NA,"1","A (initial/medial) : edge vs unfaml","16WSeg 1A","behavior","familiarization","HPP","listening_time","within_two","Am Eng","Am Eng IDS","typical",243.08,"A","L",14,64,78,0.8205128205,"N","monosyll initial edge ","sd_mean_diff","familiar words","unfamiliar words",32,NA,NA,NA,10,8.7,3.8,NA,3.3,NA,NA,NA,NA,NA,0.3518859158,1.3
"speechWSeg","speech/16 - WSeg",2006,"Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: edge alignment facilitates target extraction. Developmental Science, 9(6), 565–573. http://doi.org/10.1111/j.1467-7687.2006.00534.x ","R","","Y",NA,"1","A (initial/medial) medial vs unfam","16WSeg 1A","behavior","familiarization","HPP","listening_time","within_two","Am Eng","Am Eng IDS","typical",243.08,"A","L",14,64,78,0.8205128205,"N","monosyll medial","sd_mean_diff","familiar words","unfamiliar words",32,NA,NA,NA,8,8.7,3.3,NA,3.3,NA,NA,NA,NA,NA,-0.2190778458,-0.7
"speechWSeg","speech/16 - WSeg",2006,"Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: edge alignment facilitates target extraction. Developmental Science, 9(6), 565–573. http://doi.org/10.1111/j.1467-7687.2006.00534.x ","R","","Y",NA,"1","B (final/medial): edge vs unfam","16WSeg 1B","behavior","familiarization","HPP","listening_time","within_two","Am Eng","Am Eng IDS","typical",243.08,"A","L",14,64,78,0.8205128205,"N","monosyll end edge ","sd_mean_diff","familiar words","unfamiliar words",32,NA,NA,NA,10.1,8.8,2.9,NA,3,NA,NA,NA,NA,NA,0.4635196038,1.3
"speechWSeg","speech/16 - WSeg",2006,"Seidl, A., & Johnson, E. K. (2006). Infant word segmentation revisited: edge alignment facilitates target extraction. Developmental Science, 9(6), 565–573. http://doi.org/10.1111/j.1467-7687.2006.00534.x ","R","","Y",NA,"1","B (final/medial) : medial vs unfam","16WSeg 1B","behavior","familiarization","HPP","listening_time","within_two","Am Eng","Am Eng IDS","typical",243.08,"A","L",14,64,78,0.8205128205,"N","","sd_mean_diff","familiar words","unfamiliar words",32,NA,NA,NA,9.3,8.8,3.4,NA,3,NA,NA,NA,NA,NA,0.1513242061,0.5
"speechWSeg","speech/17 - WSeg",2008,"Seidl, A., & Johnson, E. K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(1), 1–24. http://doi.org/10.1017/S0305000907008215 ","R","English, monosyl vowel initial ; speech >  word ; xp 1 (2 conditions : initial location or median location in sentences) ;","Y",NA,"1","Initial","","behavior","familiarization","HPP","listening_time","within_two","Am Eng","Am Eng IDS","typical",336.84,"A","L",2,40,42,0.9523809524,"N","monosyl initial edge","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,7.8,6.4,2.4,NA,2.5,NA,NA,NA,NA,NA,0.6163454969,1.4
"speechWSeg","speech/17 - WSeg",2008,"Seidl, A., & Johnson, E. K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(1), 1–24. http://doi.org/10.1017/S0305000907008215 ","R","","Y",NA,"1","Medial","","behavior","familiarization","HPP","listening_time","within_two","Am Eng","Am Eng IDS","typical",336.84,"A","L",2,40,42,0.9523809524,"Y","monosyl medial","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,6.07,6.08,2.191346618,0.49,3.041052449,0.68,NA,NA,NA,NA,-0.004938949148,-0.01
"speechWSeg","speech/17 - WSeg",2008,"Seidl, A., & Johnson, E. K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(1), 1–24. http://doi.org/10.1017/S0305000907008216","R","xp 2 (but with only one long sentence : so no cues that initial location is initial) ;","Y",NA,"2","","","behavior","familiarization","HPP","listening_time","within_two","Am Eng","Am Eng IDS","typical",337.84,"A","L",4,20,24,0.8333333333,"N","monosyl, no separate sentences","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,9.04,7.77,3.04,NA,2.76,NA,NA,NA,NA,NA,0.4382271071,1.27
"speechWSeg","speech/17 - WSeg",2008,"Seidl, A., & Johnson, E. K. (2008). Boundary alignment enables 11-month-olds to segment vowel initial words from speech. Journal of Child Language, 35(1), 1–24. http://doi.org/10.1017/S0305000907008217","R","xp 3 (final location in sentences)","Y",NA,"3","","","behavior","familiarization","HPP","listening_time","within_two","Am Eng","Am Eng IDS","typical",334.84,"A","L",4,20,24,0.8333333333,"N","monosyl, final edge","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,5.46,6.48,2.1,NA,2.4,NA,NA,NA,NA,NA,-0.5163977795,-1.02
"speechWSeg","speech/3 - WSeg",2013,"Bosch, L., Figueras, M., Teixido, M., & Ramon-Casas, M. (2013). Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages. Frontiers in Psychology, 4, 106. http://doi.org/10.3389/fpsyg.2013.00106 ","R","speech > word ; Spanish ; bisyllabic ; xp 1, xp 2 (3 groups of infants Spanish/Catalan/bilingual)","Y",NA,"1","Cat only","","behavior","familiarization","HPP","listening_time","within_two","Cat","Cat IDS","typical",247.52,"A","H",14,56,70,0.8,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",18,NA,NA,NA,6.1,7.5,2.8,NA,3,NA,-2.6,NA,NA,0.48,-0.532799325,-1.4
"speechWSeg","specch/3 - WSeg",2013,"Bosch, L., Figueras, M., Teixido, M., & Ramon-Casas, M. (2013). Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages. Frontiers in Psychology, 4, 106. http://doi.org/10.3389/fpsyg.2013.00106 ","R","","Y",NA,"1","Esp only","","behavior","familiarization","HPP","listening_time","within_two","Esp","Esp IDS","typical",249.52,"A","H",14,56,70,0.8,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",18,NA,NA,NA,6.6,7.9,3.2,NA,2.7,NA,-2.7,NA,NA,0.41,-0.4270656098,-1.3
"speechWSeg","speech/3 - WSeg",2013,"Bosch, L., Figueras, M., Teixido, M., & Ramon-Casas, M. (2013). Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages. Frontiers in Psychology, 4, 106. http://doi.org/10.3389/fpsyg.2013.00106 ","R","","Y",NA,"1","Esp/Cat","","behavior","familiarization","HPP","listening_time","within_two","bilingual Cat/Esp","Cat/Esp IDS","typical",249.52,"A","H",14,56,70,0.8,"N","di-syll ; language chosen depending on higher exposure to one of the two languages","sd_mean_diff","familiar words","unfamiliar words",18,NA,NA,NA,5.7,7,2.3,NA,2.7,NA,-2.8,NA,NA,0.51,-0.6067146065,-1.3
"speechWSeg","speech/3 - WSeg",2013,"Bosch, L., Figueras, M., Teixido, M., & Ramon-Casas, M. (2013). Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages. Frontiers in Psychology, 4, 106. http://doi.org/10.3389/fpsyg.2013.00106 ","R","","Y",NA,"2","Cat only","","behavior","familiarization","HPP","listening_time","within_two","Cat","Cat IDS","typical",188.64,"A","H",29,54,83,0.6506024096,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",18,NA,NA,NA,7.1,6.1,2.8,NA,2.7,NA,4.3,NA,NA,0.39,0.3779794725,1
"speechWSeg","speech/3 - WSeg",2013,"Bosch, L., Figueras, M., Teixido, M., & Ramon-Casas, M. (2013). Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages. Frontiers in Psychology, 4, 106. http://doi.org/10.3389/fpsyg.2013.00106 ","R","","Y",NA,"2","Esp only","","behavior","familiarization","HPP","listening_time","within_two","Esp","Esp IDS","typical",186.64,"A","H",29,54,83,0.6506024096,"N","di-syll","sd_mean_diff","familiar words","unfamiliar words",18,NA,NA,NA,8.6,7.1,3.1,NA,2.7,NA,2.2,NA,NA,0.48,0.5093940682,1.5
"speechWSeg","speech/3 - WSeg",2013,"Bosch, L., Figueras, M., Teixido, M., & Ramon-Casas, M. (2013). Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages. Frontiers in Psychology, 4, 106. http://doi.org/10.3389/fpsyg.2013.00106 ","R","","Y",NA,"2","Esp/Cat","","behavior","familiarization","HPP","listening_time","within_two","bilingual Cat/Esp","Cat/Esp IDS","typical",189.64,"A","H",29,54,83,0.6506024096,"N","di-syll ; language chosen depending on higher exposure to one of the two languages","sd_mean_diff","familiar words","unfamiliar words",18,NA,NA,NA,6.7,5.5,2.8,NA,2.9,NA,2.2,NA,NA,0.41,0.4556049593,1.2
"speechWSeg","speech/5 - WSeg",2013,"Goyet, L., Nishibayashi, L.-L., & Nazzi, T. (2013). Early Syllabic Segmentation of Fluent Speech by Infants Acquiring French. Plos One, 8(11), e79646. http://doi.org/10.1371/journal.pone.0079646","R","speech > word ; PFrench ; xp 1 : recognition of syllables ; xp 2 : recognition of words containing an habituated syllable ; xp 3 : recognition of syllables ","Y",NA,"1","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","PFrench IDS","typical",252.652,"A","L",4,20,24,0.8333333333,"N","syll","sd_mean_diff","familiar syll","unfamiliar syll",20,NA,NA,NA,6.15,6.2,1.64,NA,1.33,NA,NA,NA,0.02,NA,-0.03183567322,-0.05
"speechWSeg","speech/5 - WSeg",2013,"Goyet, L., Nishibayashi, L.-L., & Nazzi, T. (2013). Early Syllabic Segmentation of Fluent Speech by Infants Acquiring French. Plos One, 8(11), e79646. http://doi.org/10.1371/journal.pone.0079646","R","","Y",NA,"2","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","PFrench IDS","typical",249.608,"A","L",4,20,24,0.8333333333,"N","disyll","sd_mean_diff","familiar words","unfamiliar words",20,NA,NA,NA,5.44,5.68,2.13,NA,1.84,NA,NA,NA,0.022,NA,-0.1179425261,-0.24
"speechWSeg","speech/5 - WSeg",2013,"Goyet, L., Nishibayashi, L.-L., & Nazzi, T. (2013). Early Syllabic Segmentation of Fluent Speech by Infants Acquiring French. Plos One, 8(11), e79646. http://doi.org/10.1371/journal.pone.0079646","R","","Y",NA,"3","","","behavior","familiarization","HPP","listening_time","within_two","Europ French","PFrench IDS","typical",252.652,"A","L",1,20,21,0.9523809524,"N","syll within word","sd_mean_diff","familiar syll","unfamiliar syll",20,NA,NA,NA,6.22,7.04,1.71,NA,1.4,NA,NA,NA,5.09,NA,-0.5009045345,-0.82
"speechWSeg","speech/9 - WSeg",2014,"Johnson, E. K., Seidl, A., & Tyler, M. D. (2014). The Edge Factor in Early Word Segmentation: Utterance-Level Prosody Enables Word Form Extraction by 6-Month-Olds. Plos One, 9(1), e83546. http://doi.org/10.1371/journal.pone.0083546 ","R","speech > words AmEng monosyl : xp 1 (2 conditions of word position in speech sentences : medial or edge) ; xp 2 (2 conditions of word position in speech sentences : edge initial or edge final) ; not xp 3 (tests for recognition of similar but not identical target); and not xp 4 (different speaker between fam / test)","Y",NA,"1","edge-aligned","","behavior","familiarization","HPP","listening_time","within_two","Ca Eng","Ca Eng IDS","typical",181,"A","L",23,56,79,0.7088607595,"N","monosyl","sd_mean_diff","familiar words","unfamiliar words",28,NA,NA,NA,6.2,7.6,2.2,NA,2.5,NA,NA,NA,NA,NA,-0.6641168522,-1.4
"speechWSeg","speech/9 - WSeg",2014,"Johnson, E. K., Seidl, A., & Tyler, M. D. (2014). The Edge Factor in Early Word Segmentation: Utterance-Level Prosody Enables Word Form Extraction by 6-Month-Olds. Plos One, 9(1), e83546. http://doi.org/10.1371/journal.pone.0083546 ","R","","Y",NA,"1","medial","","behavior","familiarization","HPP","listening_time","within_two","Ca Eng","Ca Eng IDS","typical",183,"A","L",23,56,79,0.7088607595,"N","monosyl","sd_mean_diff","familiar words","unfamiliar words",28,NA,NA,NA,8.3,8.3,2.8,NA,3.3,NA,NA,NA,NA,NA,0,0
