UniqueID,Bibliographical_reference,Source,Abstract_retrieved,Screening_decision,Fulltext_retrieved,Notes_fulltext_retrieved_status,Eligibility_decision,Notes_eligibility_decision,Quantitative_MA_Decision,Notes_quantitative_MA_Decision,Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers (DOI),Db,EntrezUID,Properties,Year,PubmedLink
XIntAct - 134,"Flom, R., Lee, K., & Muir, D. (2007). Gaze-following: Its development and significance. (R. Flom, K. Lee, & D. Muir, Eds.).",database_search,no,x,,,,,,,Gaze-following: Its development and significance,,"Flom, Ross; Lee, Kang; Muir, Darwin",,,,,,,,,2007,
XIntAct - 135,"Fonagy, P. (1996). The irrelevance of infant observations for psychoanalysis - Comment. Journal of the American Psychoanalytic Association, 44(2), 404–422.",database_search,no,x,,,,,,,Attachment and reflective function: Their role in self-organization,,"Fonagy, P.; Target, M.",Development and Psychopathology,,,,,,,,1997,
XIntAct - 136,"Fonagy, P. (2000). Attachment and borderline personality disorder. Journal of the American Psychoanalytic Association, 48(4), 1129–1146. http://doi.org/10.1177/00030651000480040701",database_search,no,x,,,,,,,The irrelevance of infant observations for psychoanalysis - Comment,,"Fonagy, P.",Journal of the American Psychoanalytic Association,,,,,,,,1996,
XIntAct - 137,"Fonagy, P., & Target, M. (1997). Attachment and reflective function: Their role in self-organization. Development and Psychopathology, 9(4), 679–700.",database_search,no,x,,,,,,,Attachment and borderline personality disorder,,"Fonagy, P.",Journal of the American Psychoanalytic Association,,,,10.1177/00030651000480040701,,,,2000,
XIntAct - 138,"Forstmann, M., Burgmer, P., & Mussweiler, T. (2012). “The Mind Is Willing, but the Flesh Is Weak”: The Effects of Mind-Body Dualism on Health Behavior. Psychological Science, 23(10), 1239–1245. http://doi.org/10.1177/0956797612442392",database_search,no,x,,,,,,,"""The Mind Is Willing, but the Flesh Is Weak"": The Effects of Mind-Body Dualism on Health Behavior",,"Forstmann, Matthias; Burgmer, Pascal; Mussweiler, Thomas",Psychological Science,,,,10.1177/0956797612442392,,,,2012,
XIntAct - 139,"Forstmann, M., & Burgmer, P. (2015). Adults Are Intuitive Mind-Body Dualists. Journal of Experimental Psychology-General, 144(1), 222–235. http://doi.org/10.1037/xge0000045 ",database_search,no,x,,,,,,,Adults Are Intuitive Mind-Body Dualists,,"Forstmann, Matthias; Burgmer, Pascal",Journal of Experimental Psychology-General,,,,10.1037/xge0000045,,,,2015,
XIntAct - 140,"Frank, M. C., Vul, E., & Saxe, R. (2012). Measuring the Development of Social Attention Using Free-Viewing. Infancy, 17(4), 355–375. http://doi.org/10.1111/j.1532-7078.2011.00086.x",database_search,no,x,,,,,,,Measuring the Development of Social Attention Using Free-Viewing,,"Frank, Michael C.; Vul, Edward; Saxe, Rebecca",Infancy,,,,10.1111/j.1532-7078.2011.00086.x,,,,2012,
XIntAct - 141,"Frankenhuis, W. E., & Barrett, H. C. (2013). Design for Learning: The Case of Chasing. (M. D. Rutherford & V. A. Kuhlmeier, Eds.). ",database_search,no,x,,,,,,,Design for Learning: The Case of Chasing,,"Frankenhuis, Willem E.; Barrett, H. Clark",,,,,,,,,2013,
XIntAct - 142,"Frey, S. (2014). Mixed human/entity games and the anomalous effects of misattributing strategic agency. Adaptive Behavior, 22(4), 266–276. http://doi.org/10.1177/1059712314537090",database_search,no,x,,,,,,,Mixed human/entity games and the anomalous effects of misattributing strategic agency,,"Frey, Seth",Adaptive Behavior,,,,10.1177/1059712314537090,,,,2014,
XIntAct - 143,"Friedman, W. J. (2002). Arrows of time in infancy: The representation of temporal-causal invariances. Cognitive Psychology, 44(3), 252–296. http://doi.org/10.1006/cogp.2001.0768",database_search,yes,x,,,,,,,Arrows of time in infancy: The representation of temporal-causal invariances,,"Friedman, W. J.",Cognitive Psychology,,,,10.1006/cogp.2001.0768,,,,2002,
XIntAct - 144,"Frith, U., & Frith, C. D. (2003). Development and neurophysiology of mentalizing. Philosophical Transactions of the Royal Society B-Biological Sciences, 358(1431), 459–473. http://doi.org/10.1098/rstb.2002.1218",database_search,no,x,,,,,,,Development and neurophysiology of mentalizing,,"Frith, U.; Frith, C. D.",Philosophical Transactions of the Royal Society B-Biological Sciences,,,,10.1098/rstb.2002.1218,,,,2003,
XIntAct - 145,"Frith, U., & Happe, F. (1999). Theory of mind and self-consciousness: What is it like to be autistic? Mind & Language, 14(1), 1–22.",database_search,no,x,,,,,,,Theory of mind and self-consciousness: What is it like to be autistic?,,"Frith, U.; Happe, F.",Mind & Language,,,,,,,,1999,
XIntAct - 146,"Fukuyama, H., Qin, S., Kanakogi, Y., Nagai, Y., Asada, M., & Myowa-Yamakoshi, M. (2015). Infant’s action skill dynamically modulates parental action demonstration in the dyadic interaction. Developmental Science, 18(6), 1006–1013. http://doi.org/10.1111/desc.12270",database_search,no,x,,,,,,,Infant's action skill dynamically modulates parental action demonstration in the dyadic interaction,,"Fukuyama, Hiroshi; Qin, Shibo; Kanakogi, Yasuhiro; Nagai, Yukie; Asada, Minoru; Myowa-Yamakoshi, Masako",Developmental Science,,,,10.1111/desc.12270,,,,2015,
XIntAct - 147,"Gallese, V., Rochat, M., Cossu, G., & Sinigaglia, C. (2009). Motor Cognition and Its Role in the Phylogeny and Ontogeny of Action Understanding. Developmental Psychology, 45(1), 103–113. http://doi.org/10.1037/a0014436",database_search,yes,x,,,,,,,Motor Cognition and Its Role in the Phylogeny and Ontogeny of Action Understanding,,"Gallese, Vittorio; Rochat, Magali; Cossu, Giuseppe; Sinigaglia, Corrado",Developmental Psychology,,,,10.1037/a0014436,,,,2009,
XIntAct - 148,"Gallese, V. (2009). Motor abstraction: a neuroscientific account of how action goals and intentions are mapped and understood. Psychological Research-Psychologische Forschung, 73(4), 486–498. http://doi.org/10.1007/s00426-009-0232-4 ",database_search,yes,x,,,,,,,Motor abstraction: a neuroscientific account of how action goals and intentions are mapped and understood,,"Gallese, Vittorio",Psychological Research-Psychologische Forschung,,,,10.1007/s00426-009-0232-4,,,,2009,
XIntAct - 149,"Gampe, A., & Daum, M. M. (2014). Productive Verbs Facilitate Action Prediction in Toddlers. Infancy, 19(3), 301–325. http://doi.org/10.1111/infa.12047",database_search,no,x,,,,,,,Productive Verbs Facilitate Action Prediction in Toddlers,,"Gampe, Anja; Daum, Moritz M.",Infancy,,,,10.1111/infa.12047,,,,2014,
XIntAct - 150,"Gampe, A., Keitel, A., & Daum, M. M. (2015). Infra-individual variability and continuity of action and perception measures in infants. Frontiers in Psychology, 6, 327. http://doi.org/10.3389/fpsyg.2015.00327",database_search,no,x,,,,,,,Infra-individual variability and continuity of action and perception measures in infants,,"Gampe, Anja; Keitel, Anne; Daum, Moritz M.",Frontiers in Psychology,,,,10.3389/fpsyg.2015.00327,,,,2015,
XIntAct - 151,"Gampe, A., Prinz, W., & Daum, M. M. (2016). Measuring action understanding: Relations between goal prediction and imitation. British Journal of Developmental Psychology, 34(1), 53–65. http://doi.org/10.1111/bjdp.12125",database_search,no,x,,,,,,,Measuring action understanding: Relations between goal prediction and imitation,,"Gampe, Anja; Prinz, Wolfgang; Daum, Moritz M.",British Journal of Developmental Psychology,,,,10.1111/bjdp.12125,,,,2016,
XIntAct - 152,"Gao, T., McCarthy, G., & Scholl, B. J. (2010). The Wolfpack Effect: Perception of Animacy Irresistibly Influences Interactive Behavior. Psychological Science, 21(12), 1845–1853. http://doi.org/10.1177/0956797610388814",database_search,no,x,,,,,,,The Wolfpack Effect: Perception of Animacy Irresistibly Influences Interactive Behavior,,"Gao, Tao; McCarthy, Gregory; Scholl, Brian J.",Psychological Science,,,,10.1177/0956797610388814,,,,2010,
XIntAct - 153,"Gao, T., Newman, G. E., & Scholl, B. J. (2009). The psychophysics of chasing: A case study in the perception of animacy. Cognitive Psychology, 59(2), 154–179. http://doi.org/10.1016/j.cogpsych.2009.03.001",database_search,no,x,,,,,,,The psychophysics of chasing: A case study in the perception of animacy,,"Gao, Tao; Newman, George E.; Scholl, Brian J.",Cognitive Psychology,,,,10.1016/j.cogpsych.2009.03.001,,,,2009,
XIntAct - 154,"Gao, T., & Scholl, B. J. (2011). Chasing vs. Stalking: Interrupting the Perception of Animacy. Journal of Experimental Psychology-Human Perception and Performance, 37(3), 669–684. http://doi.org/10.1037/a0020735",database_search,no,x,,,,,,,Dissociating the Detection of Intentionality from Animacy in the Right Posterior Superior Temporal Sulcus,,"Gao, Tao; Scholl, Brian J.; McCarthy, Gregory",Journal of Neuroscience,,,,10.1523/JNEUROSCI.0562-12.2012,,,,2012,
XIntAct - 155,"Gao, T., Scholl, B. J., & McCarthy, G. (2012). Dissociating the Detection of Intentionality from Animacy in the Right Posterior Superior Temporal Sulcus. Journal of Neuroscience, 32(41), 14276–14280. http://doi.org/10.1523/JNEUROSCI.0562-12.2012",database_search,no,x,,,,,,,Chasing vs. Stalking: Interrupting the Perception of Animacy,,"Gao, Tao; Scholl, Brian J.",Journal of Experimental Psychology-Human Perception and Performance,,,,10.1037/a0020735,,,,2011,
XIntAct - 156,"Gardenfors, P. (2008). Evolutionary and Developmental Aspects of Intersubjectivity. Consciousness Transitions: Phylogenetic, Ontogenetic, and Physiological Aspects, 281–305.",database_search,no,x,,,,,,,Evolutionary and Developmental Aspects of Intersubjectivity,,"Gardenfors, Peter","Consciousness Transitions: Phylogenetic, Ontogenetic, and Physiological Aspects",,,,,,,,2008,
XIntAct - 157,"Gergely, G., Bekkering, H., & Kiraly, I. (2002). Rational imitation in preverbal infants. Nature, 415(6873), 755–755.",database_search,yes,x,,,,,,,Rational imitation in preverbal infants,,"Gergely, G.; Bekkering, H.; Kiraly, I.",Nature,,,,,,,,2002,
XIntAct - 158,"Gergely, G., & Csibra, G. (2003). Teleological reasoning in infancy: the naive theory of rational action. Trends in Cognitive Sciences, 7(7), 287–292. http://doi.org/10.1016/S1364-6613(03)00128-1",database_search,yes,x,,,,,,,Teleological reasoning in infancy: The infant's naive theory of rational action - Reply,,"Gergely, G.; Csibra, G.",Cognition,,,,10.1016/S0010-0277(97)00004-8,,,,1997,
XIntAct - 159,"Gergely, G., & Csibra, G. (1997). Teleological reasoning in infancy: The infant’s naive theory of rational action - Reply. Cognition, 63(2), 227–233. http://doi.org/10.1016/S0010-0277(97)00004-8 ",database_search,yes,x,,,,,,,Teleological reasoning in infancy: the naive theory of rational action,,"Gergely, G.; Csibra, G.",Trends in Cognitive Sciences,,,,10.1016/S1364-6613(03)00128-1,,,,2003,
XIntAct - 160,"Gergely, G., & Watson, J. S. (1996). The social biofeedback theory of parental affect-mirroring: The development of emotional self-awareness and self-control in infancy. International Journal of Psychoanalysis, 77, 1181–1212.",database_search,no,x,,,,,,,The social biofeedback theory of parental affect-mirroring: The development of emotional self-awareness and self-control in infancy,,"Gergely, G.; Watson, J. S.",International Journal of Psychoanalysis,,,,,,,,1996,
XIntAct - 161,"Gergely, G. (2000). Reapproaching Mahler: New perspectives on normal autism, symbiosis, splitting and libidinal object constancy from cognitive developmental theory. Journal of the American Psychoanalytic Association, 48(4), 1197–1228. http://doi.org/10.1177/00030651000480040801 ",database_search,no,x,,,,,,,"Reapproaching Mahler: New perspectives on normal autism, symbiosis, splitting and libidinal object constancy from cognitive developmental theory",,"Gergely, G.",Journal of the American Psychoanalytic Association,,,,10.1177/00030651000480040801,,,,2000,
XIntAct - 162,"Gergely, G. (2001). Is early differentiation of human behavior a precursor to the 1-year-olds understanding of intentional action? Comment on Legerstee, Barna, and DiAdamo (2000). Developmental Psychology, 37(5), 579–582. http://doi.org/10.1037//0012-1649.37.5.579 ",database_search,yes,x,,,,,,,"Is early differentiation of human behavior a precursor to the 1-year-olds understanding of intentional action? Comment on Legerstee, Barna, and DiAdamo (2000)",,"Gergely, G.",Developmental Psychology,,,,10.1037//0012-1649.37.5.579,,,,2001,
XIntAct - 163,"Gergely, G. (2003a). The development of teleological versus mentalizing observational learning strategies in infancy. Bulletin of the Menninger Clinic, 67(2), 113–131. http://doi.org/10.1521/bumc.67.2.113.23443 ",database_search,yes,x,,,,,,,The development of teleological versus mentalizing observational learning strategies in infancy,,"Gergely, G.",Bulletin of the Menninger Clinic,,,,10.1521/bumc.67.2.113.23443,,,,2003,
XIntAct - 164,"Gergely, G. (2003b). What should a robot learn from an infant? Mechanisms of action interpretation and observational learning in infancy. Connection Science, 15(4), 191–209. http://doi.org/10.1080/09540090310001684604 ",database_search,no,x,,,,,,,What should a robot learn from an infant? Mechanisms of action interpretation and observational learning in infancy,,"Gergely, G.",Connection Science,,,,10.1080/09540090310001684604,,,,2003,
XIntAct - 165,"Gergely, G., & Jacob, P. (2012). Reasoning about Instrumental and Communicative Agency in Human Infancy. In F. Xu & T. Kushnir (Eds.), Rational Constructivism in Cognitive Development (Vol. 43, pp. 59–94).",database_search,yes,x,,,,,,,Reasoning about Instrumental and Communicative Agency in Human Infancy,,"Gergely, Gyoergy; Jacob, Pierre",Rational Constructivism in Cognitive Development,,,,,,,,2012,
XIntAct - 166,"Gergely, G., & Unoka, Z. (2011). The Development of the Unreflective Self. Mentalization: Theoretical Considerations, Research Findings, and Clinical Implications, 29, 57–102.",database_search,yes,x,,,,,,,The Development of the Unreflective Self,,"Gergely, Gyoergy; Unoka, Zsolt","Mentalization: Theoretical Considerations, Research Findings, and Clinical Implications",,,,,,,,2011,
XIntAct - 167,"Gergely, G., Egyed, K., & Kiraly, I. (2007). On pedagogy. Developmental Science, 10(1), 139–146. http://doi.org/10.1111/j.1467-7687.2007.00576.x ",database_search,no,x,,,,,,,On pedagogy,,"Gergely, Gyorgy; Egyed, Katalin; Kiraly, Ildiko",Developmental Science,,,,10.1111/j.1467-7687.2007.00576.x,,,,2007,
XIntAct - 168,"Gervais, W. M. (2013). Perceiving Minds and Gods: How Mind Perception Enables, Constrains, and Is Triggered by Belief in Gods. Perspectives on Psychological Science, 8(4), 380–394. http://doi.org/10.1177/1745691613489836",database_search,no,x,,,,,,,"Perceiving Minds and Gods: How Mind Perception Enables, Constrains, and Is Triggered by Belief in Gods",,"Gervais, Will M.",Perspectives on Psychological Science,,,,10.1177/1745691613489836,,,,2013,
XIntAct - 169,"Goldman, A., & Mason, K. (2007). SIMULATION. In P. Thagard (Ed.), Philosophy of Psychology and Cognitive Science (Vol. 12, pp. 267–293).",database_search,yes,x,,,,,,,SIMULATION,,"Goldman, Alvin; Mason, Kelby",Philosophy of Psychology and Cognitive Science,,,,,,,,2007,
XIntAct - 170,"Gopnik, A., & Schulz, L. (2004). Mechanisms of theory formation in young children. Trends in Cognitive Sciences, 8(8), 371–377. http://doi.org/10.1016/j.tics.2004.06.005",database_search,yes,x,,,,,,,Mechanisms of theory formation in young children,,"Gopnik, A.; Schulz, L.",Trends in Cognitive Sciences,,,,10.1016/j.tics.2004.06.005,,,,2004,
XIntAct - 171,"Goswami, U. (1998). Is relational complexity a useful metric for cognitive development? Behavioral and Brain Sciences, 21(6), 838–+. http://doi.org/10.1017/S0140525X98301764",database_search,yes,x,,,,,,,Is relational complexity a useful metric for cognitive development?,,"Goswami, U.",Behavioral and Brain Sciences,,,,10.1017/S0140525X98301764,,,,1998,
XIntAct - 172,"Gray, K., Young, L., & Waytz, A. (2012). Mind Perception Is the Essence of Morality. Psychological Inquiry, 23(2), 101–124. http://doi.org/10.1080/1047840X.2012.651387",database_search,no,x,,,,,,,Mind Perception Is the Essence of Morality,,"Gray, Kurt; Young, Liane; Waytz, Adam",Psychological Inquiry,,,,10.1080/1047840X.2012.651387,,,,2012,
XIntAct - 173,"Gredeback, G., & Melinder, A. (2010). Infants’ understanding of everyday social interactions: A dual process account. Cognition, 114(2), 197–206. http://doi.org/10.1016/j.cognition.2009.09.004",database_search,no,x,,,,,,,Infants' understanding of everyday social interactions: A dual process account,,"Gredeback, Gustaf; Melinder, Annika",Cognition,,,,10.1016/j.cognition.2009.09.004,,,,2010,
XIntAct - 174,"Guajardo, J. J., & Woodward, A. L. (2004). Is agency skin deep? Surface attributes influence infants’ sensitivity to goal-directed action. Infancy, 6(3), 361–384. http://doi.org/10.1207/s15327078in0603_3",database_search,yes,x,,,,,,,Is agency skin deep? Surface attributes influence infants' sensitivity to goal-directed action,,"Guajardo, J. J.; Woodward, A. L.",Infancy,,,,10.1207/s15327078in0603_3,,,,2004,
XIntAct - 175,"Gweon, H., Tenenbaum, J. B., & Schulz, L. E. (2010). Infants consider both the sample and the sampling process in inductive generalization. Proceedings of the National Academy of Sciences of the United States of America, 107(20), 9066–9071. http://doi.org/10.1073/pnas.1003095107",database_search,no,x,,,,,,,Infants consider both the sample and the sampling process in inductive generalization,,"Gweon, Hyowon; Tenenbaum, Joshua B.; Schulz, Laura E.",Proceedings of the National Academy of Sciences of the United States of America,,,,10.1073/pnas.1003095107,,,,2010,
XIntAct - 176,"Haiden, M. (2005). Theta Theory. In Theta Theory (Vol. 78, pp. 1–293).",database_search,no,x,,,,,,,Theta Theory,,"Haiden, M.",Theta Theory,,,,,,,,2005,
XIntAct - 177,"Hamilton, A. F. de C., & Ramsey, R. (2013). How Are the Actions of Triangles and People Processed in the Human Brain? (M. D. Rutherford & V. A. Kuhlmeier, Eds.).",database_search,yes,x,,,,,,,How Are the Actions of Triangles and People Processed in the Human Brain?,,"Hamilton, Antonia F. de C.; Ramsey, Richard",,,,,,,,,2013,
XIntAct - 178,"Hamlin, J. K., & Baron, A. S. (2014). Agency Attribution in Infancy: Evidence for a Negativity Bias. Plos One, 9(5), e96112. http://doi.org/10.1371/journal.pone.0096112",database_search,yes,x,,,,,,,Agency Attribution in Infancy: Evidence for a Negativity Bias,,"Hamlin, J. Kiley; Baron, Andrew S.",Plos One,,,,10.1371/journal.pone.0096112,,,,2014,
XIntAct - 179,"Hamlin, J. K., Wynn, K., & Bloom, P. (2007). Social evaluation by preverbal infants. Nature, 450(7169), 557–U13. http://doi.org/10.1038/nature06288 ",database_search,yes,x,,,,,,,Social evaluation by preverbal infants,,"Hamlin, J. Kiley; Wynn, Karen; Bloom, Paul",Nature,,,,10.1038/nature06288,,,,2007,
XIntAct - 180,"Hamlin, J. K., Wynn, K., & Bloom, P. (2010). Three-month-olds show a negativity bias in their social evaluations. Developmental Science, 13(6), 923–929. http://doi.org/10.1111/j.1467-7687.2010.00951.x ",database_search,yes,x,,,,,,,Three-month-olds show a negativity bias in their social evaluations,,"Hamlin, J. Kiley; Wynn, Karen; Bloom, Paul",Developmental Science,,,,10.1111/j.1467-7687.2010.00951.x,,,,2010,
XIntAct - 181,"Hamlin, J. K. (2012). A Developmental Perspective on the Moral Dyad. Psychological Inquiry, 23(2), 166–171. http://doi.org/10.1080/1047840X.2012.670101 ",database_search,no,x,,,,,,,A Developmental Perspective on the Moral Dyad,,"Hamlin, J. Kiley",Psychological Inquiry,,,,10.1080/1047840X.2012.670101,,,,2012,
XIntAct - 182,"Happe, F. (2003). Theory of mind and the self. In J. LeDoux, J. Debiec, & H. Moss (Eds.), Self: From Soul to Brain (Vol. 1001, pp. 134–144).",database_search,no,x,,,,,,,Theory of mind and the self,,"Happe, F.",Self: From Soul to Brain,,,,,,,,2003,
XIntAct - 183,"Hardwick, R. M., & Edwards, M. G. (2011). Observed reach trajectory influences executed reach kinematics in prehension. Quarterly Journal of Experimental Psychology, 64(6), 1082–1093. http://doi.org/10.1080/17470218.2010.538068",database_search,no,x,,,,,,,Observed reach trajectory influences executed reach kinematics in prehension,,"Hardwick, Robert M.; Edwards, Martin G.",Quarterly Journal of Experimental Psychology,,,,10.1080/17470218.2010.538068,,,,2011,
XIntAct - 184,"Hartley, C., & Allen, M. L. (2015). Is children’s naming and drawing of pictures mediated by representational intentions? Evidence from typical development and autism. Cognitive Development, 36, 52–67. http://doi.org/10.1016/j.cogdev.2015.08.002",database_search,no,x,,,,,,,Is children's naming and drawing of pictures mediated by representational intentions? Evidence from typical development and autism,,"Hartley, Calum; Allen, Melissa L.",Cognitive Development,,,,10.1016/j.cogdev.2015.08.002,,,,2015,
XIntAct - 185,"Hassin, R. R., Aarts, H., & Ferguson, M. J. (2005). Automatic goal inferences. Journal of Experimental Social Psychology, 41(2), 129–140. http://doi.org/10.1016/j.jesp.2004.06.008",database_search,yes,,,,,,,,Automatic goal inferences,,"Hassin, R. R.; Aarts, H.; Ferguson, M. J.",Journal of Experimental Social Psychology,,,,10.1016/j.jesp.2004.06.008,,,,2005,
XIntAct - 186,"Hauf, P. (2009). New methodological approaches to identify the relation of perception and action during infancy. Zeitschrift Fur Entwicklungspsychologie Und Padagogische Psychologie, 41(4), 214–224. http://doi.org/10.1026/0049-8637.41.4.214",database_search,no,x,,,,,,,New methodological approaches to identify the relation of perception and action during infancy,,"Hauf, Petra",Zeitschrift Fur Entwicklungspsychologie Und Padagogische Psychologie,,,,10.1026/0049-8637.41.4.214,,,,2009,
XIntAct - 187,"Hauser, M., & Wood, J. (2010). Evolving the Capacity to Understand Actions, Intentions, and Goals. In Annual Review of Psychology (Vol. 61, pp. 303–324).",database_search,,,,,,,,,"Evolving the Capacity to Understand Actions, Intentions, and Goals",,"Hauser, Marc; Wood, Justin",Annual Review of Psychology,,,,,,,,2010,
XIntAct - 188,"Hauser, M. D. (1998). A nonhuman primate’s expectations about object motion and destination: The importance of self-propelled movement and animacy. Developmental Science, 1(1), 31–37. http://doi.org/10.1111/1467-7687.00009 ",database_search,no,x,,,,,,,A nonhuman primate's expectations about object motion and destination: The importance of self-propelled movement and animacy,,"Hauser, Marc D.",Developmental Science,,,,10.1111/1467-7687.00009,,,,1998,
XIntAct - 189,"Hauser, M. D. (1999). Primate representations and expectations: Mental tools for navigating in a social world. (P. D. Zelazo, J. W. Astington, & D. R. Olson, Eds.). ",database_search,no,x,,,,,,,Primate representations and expectations: Mental tools for navigating in a social world,,"Hauser, M. D.",,,,,,,,,1999,
XIntAct - 190,"Hauser, M. D. (2001). Folk physics for apes - The chimpanzee’s theory of how the world works. Science, 291(5503), 440–441. http://doi.org/10.1126/science.1057937 ",database_search,no,x,,,,,,,Folk physics for apes - The chimpanzee's theory of how the world works,,"Hauser, M. D.",Science,,,,10.1126/science.1057937,,,,2001,
XIntAct - 191,"Henderson, A. M. E., & Woodward, A. L. (2011). “Let’s work together”: What do infants understand about collaborative goals? Cognition, 121(1), 12–21. http://doi.org/10.1016/j.cognition.2011.05.008",database_search,no,x,,,,,,,"""Let's work together"": What do infants understand about collaborative goals?",,"Henderson, Annette M. E.; Woodward, Amanda L.",Cognition,,,,10.1016/j.cognition.2011.05.008,,,,2011,
XIntAct - 192,"Hernik, M., & Southgate, V. (2012). Nine-months-old infants do not need to know what the agent prefers in order to reason about its goals: on the role of preference and persistence in infants’ goal-attribution. Developmental Science, 15(5), 714–722. http://doi.org/10.1111/j.1467-7687.2012.01151.x",database_search,no,x,,,,,,,Nine-months-old infants do not need to know what the agent prefers in order to reason about its goals: on the role of preference and persistence in infants' goal-attribution,,"Hernik, Mikolaj; Southgate, Victoria",Developmental Science,,,,10.1111/j.1467-7687.2012.01151.x,,,,2012,
XIntAct - 193,"Heyes, C. (2014). False belief in infancy: a fresh look. Developmental Science, 17(5), 647–659. http://doi.org/10.1111/desc.12148",database_search,no,x,,,,,,,False belief in infancy: a fresh look,,"Heyes, Cecilia",Developmental Science,,,,10.1111/desc.12148,,,,2014,
XIntAct - 194,"Hoehl, S., Reid, V. M., Parise, E., Handl, A., Palumbo, L., & Striano, T. (2009). Looking at Eye Gaze Processing and Its Neural Correlates in Infancy-Implications for Social Development and Autism Spectrum Disorder. Child Development, 80(4), 968–985.",database_search,no,x,,,,,,,Looking at Eye Gaze Processing and Its Neural Correlates in Infancy-Implications for Social Development and Autism Spectrum Disorder,,"Hoehl, Stefanie; Reid, Vincent M.; Parise, Eugenio; Handl, Andrea; Palumbo, Letizia; Striano, Tricia",Child Development,,,,,,,,2009,
XIntAct - 195,"Hofer, T., Hauf, P., & Aschersleben, G. (2005). Infant’s perception of goal-directed actions performed by a mechanical device. Infant Behavior & Development, 28(4), 466–480. http://doi.org/10.1016/j.infbeh.2005.04.002",database_search,yes,x,,,,,,,Infant's perception of goal-directed actions performed by a mechanical device,,"Hofer, T.; Hauf, P.; Aschersleben, G.",Infant Behavior & Development,,,,10.1016/j.infbeh.2005.04.002,,,,2005,
XIntAct - 196,"Hofer, T., Hauf, P., & Aschersleben, G. (2007). Infants’ perception of goal-directed actions on video. British Journal of Developmental Psychology, 25, 485–498. http://doi.org/10.1348/026151006X170308",database_search,yes,x,,,,,,,Infants' perception of goal-directed actions on video,,"Hofer, Tanja; Hauf, Petra; Aschersleben, Gisa",British Journal of Developmental Psychology,,,,10.1348/026151006X170308,,,,2007,
XIntAct - 197,"Hofer, T., Hohenberger, A., Hauf, P., & Aschersleben, G. (2008). The link between maternal interaction style and infant action understanding. Infant Behavior & Development, 31(1), 115–126. http://doi.org/10.1016/j.infbeh.2007.07.003",database_search,no,x,,,,,,,The link between maternal interaction style and infant action understanding,,"Hofer, Tanja; Hohenberger, Annette; Hauf, Petra; Aschersleben, Gisa",Infant Behavior & Development,,,,10.1016/j.infbeh.2007.07.003,,,,2008,
XIntAct - 198,"Hoicka, E., & Wang, S. (2011). Fifteen-Month-Old Infants Match Vocal Cues to Intentional Actions. Journal of Cognition and Development, 12(3), 299–314. http://doi.org/10.1080/15248372.2010.542215",database_search,no,x,,,,,,,Fifteen-Month-Old Infants Match Vocal Cues to Intentional Actions,,"Hoicka, Elena; Wang, Su-hua",Journal of Cognition and Development,,,,10.1080/15248372.2010.542215,,,,2011,
XIntAct - 199,"Holladay, R. M., Dragan, A. D., & Srinivasa, S. S. (2014). Legible Robot Pointing. In 2014 23rd Ieee International Symposium on Robot and Human Interactive Communication (ieee Ro-Man) (pp. 217–223).",database_search,no,x,,,,,,,Legible Robot Pointing,,"Holladay, Rachel M.; Dragan, Anca D.; Srinivasa, Siddhartha S.",2014 23rd Ieee International Symposium on Robot and Human Interactive Communication (ieee Ro-Man),,,,,,,,2014,
XIntAct - 200,"Hughes, C., & Leekam, S. (2004). What are the links between theory of mind and social relations? Review, reflections and new directions for studies of typical and atypical development. Social Development, 13(4), 590–619. http://doi.org/10.1111/j.1467-9507.2004.00285.x",database_search,no,x,,,,,,,"What are the links between theory of mind and social relations? Review, reflections and new directions for studies of typical and atypical development",,"Hughes, C.; Leekam, S.",Social Development,,,,10.1111/j.1467-9507.2004.00285.x,,,,2004,
XIntAct - 201,"Hughes, C. (2001). From Infancy to Inferences: Current Perspectives on Intentionality. Journal of Cognition and Development, 2(2), 221–240. http://doi.org/10.1207/S15327647JCD0202_5 ",database_search,no,x,,,,,,,From Infancy to Inferences: Current Perspectives on Intentionality,,"Hughes, Claire",Journal of Cognition and Development,,,,10.1207/S15327647JCD0202_5,,,,2001,
XIntAct - 202,"Itakura, S. (2008). Development of mentalizing and communication: From viewpoint of developmental cybernetics and developmental cognitive neuroscience. Ieice Transactions on Communications, E91B(7), 2109–2117. http://doi.org/10.1093/ietcom/e91-b.7.2109",database_search,no,x,,,,,,,How to Build an Intentional Android: Infants' Imitation of a Robot's Goal-Directed Actions,,"Itakura, Shoji; Ishida, Hiraku; Kanda, Takayuki; Shimada, Yohko; Ishiguro, Hiroshi; Lee, Kang",Infancy,,,,10.1080/15250000802329503,,,,2008,
XIntAct - 203,"Itakura, S., Ishida, H., Kanda, T., Shimada, Y., Ishiguro, H., & Lee, K. (2008). How to Build an Intentional Android: Infants’ Imitation of a Robot’s Goal-Directed Actions. Infancy, 13(5), 519–532. http://doi.org/10.1080/15250000802329503",database_search,no,x,,,,,,,Development of mentalizing and communication: From viewpoint of developmental cybernetics and developmental cognitive neuroscience,,"Itakura, Shoji",Ieice Transactions on Communications,,,,10.1093/ietcom/e91-b.7.2109,,,,2008,
